k_step      t_sim  nID    Ground Truth (x,y)    Prediction   (x,y)  tID  TLost      delay_A    dalay_B
   323       3221    0      74.91      49.32      75.21      50.02    0      0          0          0  
   323       3221    1      74.91      49.32      75.42      49.01    0      0          0          0  
   323       3221    2      74.91      49.32         75      48.87    0      0          0          0  
   323       3221    3      74.91      49.32      75.41      49.03    0      0          0          0  
   324       3231    0      74.91      49.32      75.63      49.51    0      0          0          0  
   324       3231    1      74.91      49.32      74.97       49.2    0      0          0          0  
   324       3231    2      74.91      49.32      74.65      49.25    0      0          0          0  
   324       3231    3      74.91      49.32      74.74      49.45    0      0          0          0  
   325       3241    0      75.38      49.85       74.8      49.31    0      0          0          0  
   325       3241    1      75.38      49.85      75.39      50.21    0      0          0          0  
   325       3241    2      75.38      49.85      75.07      49.68    0      0          0          0  
   325       3241    3      75.38      49.85      75.57      49.02    0      0          0          0  
   326       3251    0      75.38      49.85      75.19      49.41    0      0          0          0  
   326       3251    1      75.38      49.85      75.29      50.36    0      0          0          0  
   326       3251    2      75.38      49.85      75.43      49.73    0      0          0          0  
   326       3251    3      75.38      49.85      75.42      49.22    0      0          0          0  
   327       3261    0      75.82      50.51      75.91      51.51    0      0          0          0  
   327       3261    1      75.82      50.51      77.24      51.46    0      0          0          0  
   327       3261    2      75.82      50.51      76.32      51.06    0      0          0          0  
   327       3261    3      75.82      50.51      75.55      50.63    0      0          0          0  
   328       3271    0      75.82      50.51      76.39      50.89    0      0          0          0  
   328       3271    1      75.82      50.51      76.19      49.65    0      0          0          0  
   328       3271    2      75.82      50.51       76.5      50.56    0      0          0          0  
   328       3271    3      75.82      50.51      75.04      51.41    0      0          0          0  
   329       3281    0      76.36      51.03       75.9      51.27    0      0          0          0  
   329       3281    1      76.36      51.03      77.71      51.12    0      0          0          0  
   329       3281    2      76.36      51.03      76.97      51.95    0      0          0          0  
   329       3281    3      76.36      51.03      75.54      51.39    0      0          0          0  
   330       3291    0      76.36      51.03      75.83      51.47    0      0          0          0  
   330       3291    1      76.36      51.03      76.97       51.1    0      0          0          0  
   330       3291    2      76.36      51.03      77.59      50.19    0      0          0          0  
   330       3291    3      76.36      51.03      77.44      50.92    0      0          0          0  
   331       3301    0      77.15      51.42      76.78      51.14    0      0          0          0  
   331       3301    1      77.15      51.42      76.99      50.91    0      0          0          0  
   331       3301    2      77.15      51.42      77.51      51.47    0      0          0          0  
   331       3301    3      77.15      51.42      77.01      51.42    0      0          0          0  
   332       3311    0      77.15      51.42      76.04      51.76    0      0          0          0  
   332       3311    1      77.15      51.42      77.63      51.45    0      0          0          0  
   332       3311    2      77.15      51.42      77.18      50.74    0      0          0          0  
   332       3311    3      77.15      51.42      78.49      51.62    0      0          0          0  
   333       3321    0      77.63       51.9      77.17      52.22    0      0          0          0  
   333       3321    1      77.63       51.9      77.83      53.09    0      0          0          0  
   333       3321    2      77.63       51.9      77.75       51.8    0      0          0          0  
   333       3321    3      77.63       51.9      77.92      51.14    0      0          0          0  
   334       3331    0      77.63       51.9      75.65      49.94    0      0          0          0  
   334       3331    1      77.63       51.9      77.67      51.46    0      0          0          0  
   334       3331    2      77.63       51.9      77.09      52.49    0      0          0          0  
   334       3331    3      77.63       51.9      77.49      51.86    0      0          0          0  
   335       3341    0      78.48       52.5      78.77      52.72    0      0          0          0  
   335       3341    1      78.48       52.5      78.12       52.7    0      0          0          0  
   335       3341    2      78.48       52.5      78.79      52.46    0      0          0          0  
   335       3341    3      78.48       52.5       78.5      52.41    0      0          0          0  
   336       3351    0      78.48       52.5      78.71      52.64    0      0          0          0  
   336       3351    1      78.48       52.5      78.98      52.35    0      0          0          0  
   336       3351    2      78.48       52.5      78.91      53.12    0      0          0          0  
   336       3351    3      78.48       52.5      78.67      52.12    0      0          0          0  
   337       3361    0      79.05      52.74       78.8      51.37    0      0          0          0  
   337       3361    1      79.05      52.74      78.69       53.5    0      0          0          0  
   337       3361    2      79.05      52.74      79.13       52.2    0      0          0          0  
   337       3361    3      79.05      52.74      78.81      52.36    0      0          0          0  
   338       3371    0      79.05      52.74      78.12      52.32    0      0          0          0  
   338       3371    1      79.05      52.74       78.9      52.22    0      0          0          0  
   338       3371    2      79.05      52.74      78.98      52.81    0      0          0          0  
   338       3371    3      79.05      52.74      78.99      52.17    0      0          0          0  
   339       3381    0      79.46      52.99      80.28       53.5    0      0          0          0  
   339       3381    1      79.46      52.99      78.38      52.39    0      0          0          0  
   339       3381    2      79.46      52.99       79.8      52.72    0      0          0          0  
   339       3381    3      79.46      52.99      79.14      52.82    0      0          0          0  
   340       3391    0      79.46      52.99       79.6      52.53    0      0          0          0  
   340       3391    1      79.46      52.99      78.02      51.89    0      0          0          0  
   340       3391    2      79.46      52.99      79.23      52.95    0      0          0          0  
   340       3391    3      79.46      52.99      79.25      52.97    0      0          0          0  
   341       3401    0      80.17      53.25      81.22      53.14    0      0          0          0  
   341       3401    1      80.17      53.25      80.15      52.85    0      0          0          0  
   341       3401    2      80.17      53.25      78.76      53.91    0      0          0          0  
   341       3401    3      80.17      53.25      81.09      52.46    0      0          0          0  
   342       3411    0      80.17      53.25      79.95      53.85    0      0          0          0  
   342       3411    1      80.17      53.25      79.82      54.04    0      0          0          0  
   342       3411    2      80.17      53.25      79.49      53.99    0      0          0          0  
   342       3411    3      80.17      53.25      80.14      53.36    0      0          0          0  
   343       3421    0      80.94      53.77      81.23      54.01    0      0          0          0  
   343       3421    1      80.94      53.77      80.94       53.4    0      0          0          0  
   343       3421    2      80.94      53.77      81.27      53.62    0      0          0          0  
   343       3421    3      80.94      53.77      79.85      53.14    0      0          0          0  
   344       3431    0      80.94      53.77      81.74      54.37    0      0          0          0  
   344       3431    1      80.94      53.77       81.6      53.77    0      0          0          0  
   344       3431    2      80.94      53.77      81.35      53.46    0      0          0          0  
   344       3431    3      80.94      53.77      81.22      54.82    0      0          0          0  
   345       3441    0      81.38      54.01      81.64      54.32    0      0          0          0  
   345       3441    1      81.38      54.01      81.07      53.42    0      0          0          0  
   345       3441    2      81.38      54.01         82       54.1    0      0          0          0  
   345       3441    3      81.38      54.01      80.18      53.53    0      0          0          0  
   346       3451    0      81.38      54.01      81.19      54.65    0      0          0          0  
   346       3451    1      81.38      54.01      81.38      53.76    0      0          0          0  
   346       3451    2      81.38      54.01      82.32      54.38    0      0          0          0  
   346       3451    3      81.38      54.01      82.67      53.54    0      0          0          0  
   347       3461    0      82.18      54.58      81.13      55.41    0      0          0          0  
   347       3461    1      82.18      54.58      82.44      55.22    0      0          0          0  
   347       3461    2      82.18      54.58      82.77      54.52    0      0          0          0  
   347       3461    3      82.18      54.58      82.47      54.85    0      0          0          0  
   348       3471    0      82.18      54.58      81.76      53.66    0      0          0          0  
   348       3471    1      82.18      54.58      82.77      54.43    0      0          0          0  
   348       3471    2      82.18      54.58       82.1      54.67    0      0          0          0  
   348       3471    3      82.18      54.58      82.37      54.45    0      0          0          0  
   349       3481    0      82.85      55.09      83.44      54.91    0      0          0          0  
   349       3481    1      82.85      55.09      82.35      55.55    0      0          0          0  
   349       3481    2      82.85      55.09      83.28      54.85    0      0          0          0  
   349       3481    3      82.85      55.09      82.36      55.05    0      0          0          0  
   350       3491    0      82.85      55.09      82.96      54.87    0      0          0          0  
   350       3491    1      82.85      55.09      82.88      55.28    0      0          0          0  
   350       3491    2      82.85      55.09      83.18      54.43    0      0          0          0  
   350       3491    3      82.85      55.09      82.19      55.28    0      0          0          0  
   351       3501    0      83.65      55.39      83.31      55.34    0      0          0          0  
   351       3501    1      83.65      55.39      82.45      55.67    0      0          0          0  
   351       3501    2      83.65      55.39      85.14      56.29    0      0          0          0  
   351       3501    3      83.65      55.39      83.65      55.58    0      0          0          0  
   352       3511    0      83.65      55.39      84.19      56.27    0      0          0          0  
   352       3511    1      83.65      55.39      85.03      55.74    0      0          0          0  
   352       3511    2      83.65      55.39      85.55      55.36    0      0          0          0  
   352       3511    3      83.65      55.39      83.87      54.63    0      0          0          0  
   353       3521    0      84.27      55.82      84.04      56.06    0      0          0          0  
   353       3521    1      84.27      55.82      84.68      55.36    0      0          0          0  
   353       3521    2      84.27      55.82      83.95      55.93    0      0          0          0  
   353       3521    3      84.27      55.82      84.16      55.29    0      0          0          0  
   354       3531    0      84.27      55.82       84.1      56.04    0      0          0          0  
   354       3531    1      84.27      55.82      84.93      56.31    0      0          0          0  
   354       3531    2      84.27      55.82      83.57      55.32    0      0          0          0  
   354       3531    3      84.27      55.82      83.69      56.12    0      0          0          0  
   355       3541    0      84.69       56.3      84.89      56.22    0      0          0          0  
   355       3541    1      84.69       56.3      85.47       57.8    0      0          0          0  
   355       3541    2      84.69       56.3      83.36      58.25    0      0          0          0  
   355       3541    3      84.69       56.3      84.89      56.56    0      0          0          0  
   356       3551    0      84.69       56.3      84.62      56.63    0      0          0          0  
   356       3551    1      84.69       56.3       85.3      56.25    0      0          0          0  
   356       3551    2      84.69       56.3      84.34      56.12    0      0          0          0  
   356       3551    3      84.69       56.3      83.25      56.22    0      0          0          0  
   357       3561    0      85.51      56.88      84.03         57    0      0          0          0  
   357       3561    1      85.51      56.88      85.65      56.77    0      0          0          0  
   357       3561    2      85.51      56.88       85.8      56.56    0      0          0          0  
   357       3561    3      85.51      56.88      85.71      56.85    0      0          0          0  
   358       3571    0      85.51      56.88      85.44      57.43    0      0          0          0  
   358       3571    1      85.51      56.88      85.74      56.86    0      0          0          0  
   358       3571    2      85.51      56.88      84.56       56.9    0      0          0          0  
   358       3571    3      85.51      56.88      85.86      56.76    0      0          0          0  
   359       3581    0      86.28       57.4      86.84       56.7    0      0          0          0  
   359       3581    1      86.28       57.4       86.5      57.55    0      0          0          0  
   359       3581    2      86.28       57.4      84.47      57.14    0      0          0          0  
   359       3581    3      86.28       57.4      87.02      57.93    0      0          0          0  
   360       3591    0      86.28       57.4      86.29      57.06    0      0          0          0  
   360       3591    1      86.28       57.4      86.96      59.01    0      0          0          0  
   360       3591    2      86.28       57.4      86.14      56.87    0      0          0          0  
   360       3591    3      86.28       57.4      85.99      57.74    0      0          0          0  
